ProfileURL,Name/Handle,Platform,FollowerCount,Email,Tags,OutreachStatus,LastScrapedAt,Region,Language,PrimaryAITool,SampleContentURL,AIGCVerdict,DiscoveredAt,Source,Notes,FeedURL,ContactSourceURL,EvidenceJSON
https://facebook.com/100083241103501,@100083241103501,Facebook,230K,not exposed,"AIGC,Sora,Tech",New,2026-08-27T05:38:44Z,,English,Sora,https://facebook.com/100083241103501,hybrid,2026-07-25T10:16:27Z,SearXNG Meta site-scope: Sora AI filmmaker site:facebook.com,Facebook scrape: followers=230K; Technology IG,https://facebook.com/100083241103501,https://facebook.com/100083241103501,"{""platform"": ""Facebook"", ""handle"": ""@100083241103501"", ""title"": ""Technology IG"", ""bio_preview"": ""Technology IG • 230K pengikut • Showcasing the future of tech and AI"", ""external_link"": """", ""aigc_verdict"": ""hybrid""}"
https://facebook.com/100083241103501/videos/frostbite-is-the-first-short-film-made-entirely-with-openai-sora-2-every-frame-c/1540030550332537,@100083241103501,Facebook,230K,not exposed,"AIGC,Meta,ShortFilm,Sora",New,2026-08-27T05:50:09Z,,English,Sora,https://facebook.com/100083241103501/videos/frostbite-is-the-first-short-film-made-entirely-with-openai-sora-2-every-frame-c/1540030550332537,yes,2026-08-13T10:11:23Z,SearXNG Sora AI filmmaker site:facebook.com,Facebook Video: Frostbite - first short film made entirely with Sora 2 (Dir. Dave Clark),https://facebook.com/100083241103501/videos/frostbite-is-the-first-short-film-made-entirely-with-openai-sora-2-every-frame-c/1540030550332537,https://facebook.com/100083241103501/videos/frostbite-is-the-first-short-film-made-entirely-with-openai-sora-2-every-frame-c/1540030550332537,"{""platform"": ""Facebook"", ""handle"": ""@100083241103501"", ""title"": ""Frostbite AI Short Film (Sora 2)"", ""bio_preview"": ""148K views • First short film made entirely with OpenAI Sora 2 by Dave Clark"", ""external_link"": """", ""aigc_verdict"": ""yes""}"
https://facebook.com/100090113973595,@100090113973595,Facebook,79K,not exposed,"AIGC,Veo,Tech",New,2026-08-27T05:35:43Z,India,English,Veo,https://facebook.com/100090113973595,hybrid,2026-07-23T14:09:24Z,searxng Veo generative video site:facebook.com,Facebook scrape: followers=79K; Tech Toil | Moradabad,https://facebook.com/100090113973595,https://facebook.com/100090113973595,"{""platform"": ""Facebook"", ""handle"": ""@100090113973595"", ""title"": ""Tech Toil | Moradabad"", ""bio_preview"": ""Tech Toil • 79K pengikut • Tech | tips&tricks"", ""external_link"": """", ""aigc_verdict"": ""hybrid""}"
https://facebook.com/100095042125983,@100095042125983,Facebook,26K,not exposed,"AIGC,Veo,Education",New,2026-08-27T05:36:05Z,,English,GenAI,https://www.instagram.com/professorcasey,yes,2026-07-23T14:09:24Z,searxng Veo generative video site:facebook.com,Facebook scrape: followers=26K; Professor Casey,https://facebook.com/100095042125983,https://www.instagram.com/professorcasey,"{""platform"": ""Facebook"", ""handle"": ""@100095042125983"", ""title"": ""Professor Casey"", ""bio_preview"": ""Professor Casey • 26K pengikut • 6 mengikuti"", ""external_link"": ""https://www.instagram.com/professorcasey"", ""aigc_verdict"": ""yes""}"
https://facebook.com/61589152383467,@61589152383467,Facebook,15K,not exposed,"AIGC,Sora,Pika",New,2026-08-27T05:47:17Z,,English,GenAI,https://Netmovia.com/,yes,2026-08-08T10:21:26Z,"SearXNG Meta strict: ""AI filmmaker"" ""Sora"" site:facebook.com -news -OpenAI -aljazeera -MKBHD",Facebook scrape: followers=15K; M.E. Owens (Author | AI Filmmaker),https://facebook.com/61589152383467,https://Netmovia.com/,"{""platform"": ""Facebook"", ""handle"": ""@61589152383467"", ""title"": ""M.E. Owens"", ""bio_preview"": ""M.E. Owens • 15K pengikut • Author | AI Filmmaker"", ""external_link"": ""https://Netmovia.com/"", ""aigc_verdict"": ""yes""}"
https://facebook.com/61590531123270,@61590531123270,Facebook,40,not exposed,"AIGC,Meta,DiscoveryOnly",New,2026-08-27T05:45:08Z,,English,GenAI,https://facebook.com/61590531123270,yes,2026-07-29T10:06:40Z,"SearXNG ""AI video creator"" ""Facebook"" site:facebook.com",Facebook scrape: followers=40; Ai video creator,https://facebook.com/61590531123270,https://facebook.com/61590531123270,"{""platform"": ""Facebook"", ""handle"": ""@61590531123270"", ""title"": ""Ai video creator"", ""bio_preview"": ""Ai video creator • 40 pengikut • 0 mengikuti"", ""external_link"": """", ""aigc_verdict"": ""yes""}"
https://facebook.com/61591641855684,@61591641855684,Facebook,14,not exposed,"AIGC,Meta,DiscoveryOnly",New,2026-08-27T05:44:48Z,,English,GenAI,https://facebook.com/61591641855684,yes,2026-07-28T10:09:22Z,"SearXNG ""AI video creator"" ""Facebook"" site:facebook.com",Facebook scrape: followers=14; AI video creator,https://facebook.com/61591641855684,https://facebook.com/61591641855684,"{""platform"": ""Facebook"", ""handle"": ""@61591641855684"", ""title"": ""AI video creator"", ""bio_preview"": ""AI video creator • 14 pengikut • 37 mengikuti"", ""external_link"": """", ""aigc_verdict"": ""yes""}"
https://facebook.com/abcnews/posts/openais-sora-app-creates-lifelike-ai-generated-videos-in-seconds-experts-say-its/1250013946985483,@abcnews,Facebook,18M,not exposed,"AIGC,Meta,NewsPost,Sora",New,2026-08-27T05:49:49Z,USA,English,Sora,https://www.goodmorningamerica.com/family/story/what-is-sora-127188940,yes,2026-08-13T10:11:23Z,SearXNG Sora AI filmmaker site:facebook.com,Facebook News Post: ABC News / GMA - What is Sora AI,https://facebook.com/abcnews/posts/openais-sora-app-creates-lifelike-ai-generated-videos-in-seconds-experts-say-its/1250013946985483,https://www.goodmorningamerica.com/family/story/what-is-sora-127188940,"{""platform"": ""Facebook"", ""handle"": ""@abcnews"", ""title"": ""ABC News - OpenAI Sora Coverage"", ""bio_preview"": ""OpenAI's Sora app creates lifelike AI-generated videos in seconds"", ""external_link"": ""https://www.goodmorningamerica.com/family/story/what-is-sora-127188940"", ""aigc_verdict"": ""yes""}"
https://facebook.com/aisavvy,@aisavvy,Facebook,114K,not exposed,"AIGC,Runway,Tutorials",New,2026-08-27T05:40:09Z,,English,Runway,https://www.instagram.com/theaisavvy,yes,2026-07-25T10:16:27Z,SearXNG Meta site-scope: Runway AI video creator site:facebook.com,Facebook scrape: followers=114K; AI Savvy (Tools & Tutorials),https://facebook.com/aisavvy,https://www.instagram.com/theaisavvy,"{""platform"": ""Facebook"", ""handle"": ""@aisavvy"", ""title"": ""AI Savvy"", ""bio_preview"": ""AI Savvy • 114K pengikut • AI Tools & Tutorials"", ""external_link"": ""https://www.instagram.com/theaisavvy"", ""aigc_verdict"": ""yes""}"
https://facebook.com/aisavvy/videos/runway-released-gen-45-and-its-claimed-to-be-the-best-ai-video-model-in-the-worl/2001951320595630,@aisavvy,Facebook,114K,not exposed,"AIGC,Meta,Runway",New,2026-08-27T05:52:42Z,,English,Runway,https://facebook.com/aisavvy/videos/runway-released-gen-45-and-its-claimed-to-be-the-best-ai-video-model-in-the-worl/2001951320595630,yes,2026-08-13T10:11:23Z,SearXNG Runway AI video creator site:facebook.com,Facebook Reel: Runway Gen-4.5 AI Video Model Breakdown,https://facebook.com/aisavvy/videos/runway-released-gen-45-and-its-claimed-to-be-the-best-ai-video-model-in-the-worl/2001951320595630,https://facebook.com/aisavvy/videos/runway-released-gen-45-and-its-claimed-to-be-the-best-ai-video-model-in-the-worl/2001951320595630,"{""platform"": ""Facebook"", ""handle"": ""@aisavvy"", ""title"": ""Runway released Gen-4.5"", ""bio_preview"": ""3.4K views • Breakdown of Gen-4.5 AI video model"", ""external_link"": """", ""aigc_verdict"": ""yes""}"
