ProfileURL,Name/Handle,Platform,FollowerCount,Email,Tags,OutreachStatus,LastScrapedAt,Region,Language,PrimaryAITool,SampleContentURL,AIGCVerdict,DiscoveredAt,Source,Notes,FeedURL,ContactSourceURL,EvidenceJSON
https://linkedin.com/in/scottieyang,@scottieyang,LinkedIn,not exposed,,"AIGC,search-index,AI",New,2026-09-01T04:49:23Z,Unknown,English,Sora,https://linkedin.com/in/scottieyang,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in AI filmmaker Sora,"LinkedIn OG scrape: title=""""; desc=""""",https://linkedin.com/in/scottieyang/recent-activity/all/,https://linkedin.com/in/scottieyang,"{""platform"": ""LinkedIn"", ""handle"": ""@scottieyang"", ""name"": ""@scottieyang"", ""og_title"": """", ""og_description"": """", ""aigc_verdict"": ""unsure"", ""http_status"": 999, ""final_url"": ""https://www.linkedin.com/in/scottieyang""}"
https://ch.linkedin.com/in/elettrafiumi,@elettrafiumi,LinkedIn,not exposed,,"AIGC,search-index,AI",New,2026-09-01T04:49:25Z,Unknown,English,Sora,https://ch.linkedin.com/in/elettrafiumi,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in AI filmmaker Sora,"LinkedIn OG scrape: title=""""; desc=""""",https://ch.linkedin.com/in/elettrafiumi/recent-activity/all/,https://ch.linkedin.com/in/elettrafiumi,"{""platform"": ""LinkedIn"", ""handle"": ""@elettrafiumi"", ""name"": ""@elettrafiumi"", ""og_title"": """", ""og_description"": """", ""aigc_verdict"": ""unsure"", ""http_status"": 999, ""final_url"": ""https://ch.linkedin.com/in/elettrafiumi""}"
https://linkedin.com/in/jack-masteller-63317022,@jack-masteller-63317022,LinkedIn,not exposed,,"AIGC,search-index,AI",New,2026-09-01T04:49:27Z,Unknown,English,Sora,https://linkedin.com/in/jack-masteller-63317022,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in AI filmmaker Sora,"LinkedIn OG scrape: title=""""; desc=""""",https://linkedin.com/in/jack-masteller-63317022/recent-activity/all/,https://linkedin.com/in/jack-masteller-63317022,"{""platform"": ""LinkedIn"", ""handle"": ""@jack-masteller-63317022"", ""name"": ""@jack-masteller-63317022"", ""og_title"": """", ""og_description"": """", ""aigc_verdict"": ""unsure"", ""http_status"": 999, ""final_url"": ""https://www.linkedin.com/in/jack-masteller-63317022""}"
https://uk.linkedin.com/in/andrewakinyede,@andrewakinyede,LinkedIn,not exposed,,"AIGC,search-index,AI",New,2026-09-01T04:49:29Z,Unknown,English,Sora,https://uk.linkedin.com/in/andrewakinyede,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in AI filmmaker Sora,"LinkedIn OG scrape: title=""""; desc=""""",https://uk.linkedin.com/in/andrewakinyede/recent-activity/all/,https://uk.linkedin.com/in/andrewakinyede,"{""platform"": ""LinkedIn"", ""handle"": ""@andrewakinyede"", ""name"": ""@andrewakinyede"", ""og_title"": """", ""og_description"": """", ""aigc_verdict"": ""unsure"", ""http_status"": 999, ""final_url"": ""https://uk.linkedin.com/in/andrewakinyede""}"
https://linkedin.com/in/ian-wilmoth,Ian Wilmoth,LinkedIn,not exposed,,"AIGC,search-index,AI",New,2026-09-01T04:49:32Z,Baltimore · 500+ connections on LinkedIn. View Ian Wilmoth’s,English,Sora,https://linkedin.com/in/ian-wilmoth,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in AI filmmaker Sora,"LinkedIn OG scrape: title=""Ian Wilmoth - Wildlife | LinkedIn""; desc=""Portfolio website https://www.ianwilmoth.tv/ 

I am an AI Film Director and VFX…""",https://linkedin.com/in/ian-wilmoth/recent-activity/all/,https://linkedin.com/in/ian-wilmoth,"{""platform"": ""LinkedIn"", ""handle"": ""@ian-wilmoth"", ""name"": ""Ian Wilmoth"", ""og_title"": ""Ian Wilmoth - Wildlife | LinkedIn"", ""og_description"": ""Portfolio website https://www.ianwilmoth.tv/ \n\nI am an AI Film Director and VFX… · Experience: Wildlife · Location: Baltimore · 500+ connections on LinkedIn. View Ian Wilmoth’s profile on LinkedIn, a professional community of 1 billion members."", ""aigc_verdict"": ""unsure"", ""http_status"": 200, ""final_url"": ""https://www.linkedin.com/in/ian-wilmoth""}"
https://linkedin.com/in/soukimansoor,@soukimansoor,LinkedIn,not exposed,,"AIGC,search-index,AI",New,2026-09-01T04:49:34Z,Unknown,English,Sora,https://linkedin.com/in/soukimansoor,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in AI filmmaker Sora,"LinkedIn OG scrape: title=""""; desc=""""",https://linkedin.com/in/soukimansoor/recent-activity/all/,https://linkedin.com/in/soukimansoor,"{""platform"": ""LinkedIn"", ""handle"": ""@soukimansoor"", ""name"": ""@soukimansoor"", ""og_title"": """", ""og_description"": """", ""aigc_verdict"": ""unsure"", ""http_status"": 999, ""final_url"": ""https://www.linkedin.com/in/soukimansoor""}"
https://linkedin.com/in/characampanella,@characampanella,LinkedIn,not exposed,,"AIGC,search-index,AI",New,2026-09-01T04:49:37Z,Unknown,English,Sora,https://linkedin.com/in/characampanella,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in AI filmmaker Sora,"LinkedIn OG scrape: title=""""; desc=""""",https://linkedin.com/in/characampanella/recent-activity/all/,https://linkedin.com/in/characampanella,"{""platform"": ""LinkedIn"", ""handle"": ""@characampanella"", ""name"": ""@characampanella"", ""og_title"": """", ""og_description"": """", ""aigc_verdict"": ""unsure"", ""http_status"": 999, ""final_url"": ""https://www.linkedin.com/in/characampanella""}"
https://ca.linkedin.com/in/mrpixelwizard,@mrpixelwizard,LinkedIn,not exposed,,"AIGC,search-index,AI",New,2026-09-01T04:49:40Z,Unknown,English,Sora,https://ca.linkedin.com/in/mrpixelwizard,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in AI filmmaker Sora,"LinkedIn OG scrape: title=""""; desc=""""",https://ca.linkedin.com/in/mrpixelwizard/recent-activity/all/,https://ca.linkedin.com/in/mrpixelwizard,"{""platform"": ""LinkedIn"", ""handle"": ""@mrpixelwizard"", ""name"": ""@mrpixelwizard"", ""og_title"": """", ""og_description"": """", ""aigc_verdict"": ""unsure"", ""http_status"": 999, ""final_url"": ""https://ca.linkedin.com/in/mrpixelwizard""}"
https://np.linkedin.com/in/mausam-puri-747169201,@mausam-puri-747169201,LinkedIn,not exposed,,"AIGC,search-index,AI",New,2026-09-01T04:49:42Z,Unknown,English,Sora,https://np.linkedin.com/in/mausam-puri-747169201,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in AI filmmaker Sora,"LinkedIn OG scrape: title=""""; desc=""""",https://np.linkedin.com/in/mausam-puri-747169201/recent-activity/all/,https://np.linkedin.com/in/mausam-puri-747169201,"{""platform"": ""LinkedIn"", ""handle"": ""@mausam-puri-747169201"", ""name"": ""@mausam-puri-747169201"", ""og_title"": """", ""og_description"": """", ""aigc_verdict"": ""unsure"", ""http_status"": 999, ""final_url"": ""https://np.linkedin.com/in/mausam-puri-747169201""}"
https://cn.linkedin.com/in/junielau,@junielau,LinkedIn,not exposed,,"AIGC,search-index,AI",New,2026-09-01T04:49:45Z,Unknown,English,Sora,https://cn.linkedin.com/in/junielau,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in AI filmmaker Sora,"LinkedIn OG scrape: title=""""; desc=""""",https://cn.linkedin.com/in/junielau/recent-activity/all/,https://cn.linkedin.com/in/junielau,"{""platform"": ""LinkedIn"", ""handle"": ""@junielau"", ""name"": ""@junielau"", ""og_title"": """", ""og_description"": """", ""aigc_verdict"": ""unsure"", ""http_status"": 999, ""final_url"": ""https://cn.linkedin.com/in/junielau""}"
https://linkedin.com/in/marko-slavnic-3a29209,@marko-slavnic-3a29209,LinkedIn,not exposed,,"AIGC,search-index,Runway",New,2026-09-01T04:49:47Z,Unknown,English,Runway,https://linkedin.com/in/marko-slavnic-3a29209,unsure,2026-07-30T14:17:16Z,SearXNG site:linkedin.com/in Runway AI video creator,"LinkedIn OG scrape: title=""""; desc=""""",https://linkedin.com/in/marko-slavnic-3a29209/recent-activity/all/,https://linkedin.com/in/marko-slavnic-3a29209,"{""platform"": ""LinkedIn"", ""handle"": ""@marko-slavnic-3a29209"", ""name"": ""@marko-slavnic-3a29209"", ""og_title"": """", ""og_description"": """", ""aigc_verdict"": ""unsure"", ""http_status"": 999, ""final_url"": ""https://www.linkedin.com/in/marko-slavnic-3a29209""}"
